# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "gene_counts.txt" "-T" "8" "-t" "exon" "-g" "gene_id" "-s" "2" "SRR10551657_1.fastqAligned.out.bam" "SRR10551658_1.fastqAligned.out.bam" "SRR10551659_1.fastqAligned.out.bam" "SRR10551660.fastqAligned.out.bam" "SRR10551661.fastqAligned.out.bam" "SRR10551662.fastqAligned.out.bam" "SRR10551663_1.fastqAligned.out.bam" "SRR10551664_1.fastqAligned.out.bam" "SRR10551665_1.fastqAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657_1.fastqAligned.out.bam	SRR10551658_1.fastqAligned.out.bam	SRR10551659_1.fastqAligned.out.bam	SRR10551660.fastqAligned.out.bam	SRR10551661.fastqAligned.out.bam	SRR10551662.fastqAligned.out.bam	SRR10551663_1.fastqAligned.out.bam	SRR10551664_1.fastqAligned.out.bam	SRR10551665_1.fastqAligned.out.bam
YOR202W	NC_001147.6	721946	722608	+	663	33	32	42	84	90	51	62	54	43
YOR204W	NC_001147.6	722911	724725	+	1815	270	172	210	237	137	185	246	240	227
YOR205C	NC_001147.6	725564	727234	-	1671	31	20	18	38	39	10	26	46	29
YOR206W	NC_001147.6	727512	729644	+	2133	100	73	76	135	128	32	37	48	46
YOR207C	NC_001147.6	730008	733457	-	3450	46	20	24	148	60	96	85	87	79
YOR208W	NC_001147.6	733925	736177	+	2253	58	43	46	38	44	22	63	72	56
YOR209C	NC_001147.6	736437	737726	-	1290	48	31	22	139	82	64	53	80	62
YOR210W	NC_001147.6	738320	738532	+	213	42	19	16	75	59	26	22	20	35
YOR211C	NC_001147.6	738924	741569	-	2646	99	66	74	110	84	40	56	76	77
YOR212W	NC_001147.6	742910	744181	+	1272	19	7	12	31	21	20	22	22	26
YOR213C	NC_001147.6	744535	745281	-	747	21	4	6	63	33	23	26	31	33
YOR214C	NC_001147.6	745593	746303	-	711	7	7	17	1	4	5	7	1	5
YOR215C	NC_001147.6	746725	747282	-	558	392	275	328	213	259	84	94	148	184
YOR216C	NC_001147.6	747525	748979	-	1455	32	22	32	54	40	11	9	22	29
YOR217W	NC_001147.6	749301	751886	+	2586	37	29	27	56	34	35	39	38	47
YOR219C	NC_001147.6	752214	755009	-	2796	74	47	55	130	95	54	101	107	122
YOR220W	NC_001147.6	755328	756125	+	798	131	88	95	100	124	58	91	98	95
YOR221C	NC_001147.6	756476	757558	-	1083	23	16	23	60	35	19	49	48	41
YOR222W	NC_001147.6	758330	759253	+	924	38	26	37	88	66	63	37	39	37
YNCO0024C	NC_001147.6	759326	759529	-	204	317	352	472	439	391	714	482	469	485
YOR223W	NC_001147.6	759782	760660	+	879	20	16	18	17	21	17	33	33	31
YOR224C	NC_001147.6	760825	761265	-	441	27	30	32	79	59	42	28	27	26
YOR226C	NC_001147.6	761614	762084	-	471	20	12	13	64	48	40	21	26	31
YOR227W	NC_001147.6	762825	766565	+	3741	165	109	105	150	115	104	229	233	239
YOR228C	NC_001147.6	766869	767777	-	909	41	36	31	37	24	23	27	25	18
YOR229W	NC_001147.6	768409	769812	+	1404	36	18	34	52	28	25	42	51	28
YOR230W	NC_001147.6	770800	772113	+	1314	133	77	95	100	42	80	189	208	196
YOR231W	NC_001147.6	772601	774127	+	1527	20	16	10	26	35	21	36	35	38
YOR232W	NC_001147.6	774573	775259	+	687	160	118	109	272	196	85	69	118	103
YOR233W	NC_001147.6	775846	778248	+	2403	36	21	17	83	65	36	79	81	86
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	130	54	63	196	173	95	62	75	102
YOR235W	NC_001147.6	779870	780184	+	315	2	3	2	2	1	0	2	1	1
YNCO0025W	NC_001147.6	780107	780596	+	490	1689	1267	1243	3405	3686	8213	2462	2374	2710
YOR236W	NC_001147.6	780906	781541	+	636	40	20	19	59	62	32	28	31	30
YOR237W	NC_001147.6	781994	783298	+	1305	7	0	3	7	9	3	14	4	7
YOR238W	NC_001147.6	783677	784588	+	912	22	12	7	30	37	8	14	24	12
YOR239W	NC_001147.6	784857	786744	+	1888	124	95	113	104	118	41	37	46	52
YOR241W	NC_001147.6	786995	788641	+	1647	34	15	24	80	46	29	40	43	47
YOR242C	NC_001147.6	788742	789857	-	1116	9	8	7	5	13	0	5	3	17
YOR243C	NC_001147.6	790211	792241	-	2031	33	19	19	84	57	19	31	33	39
YOR244W	NC_001147.6	792531	793868	+	1338	86	74	69	76	93	27	44	51	53
YOR245C	NC_001147.6	794076	795332	-	1257	100	86	106	115	115	71	137	180	176
YOR246C	NC_001147.6	795801	796793	-	993	25	13	11	34	27	20	39	29	24
YOR247W	NC_001147.6	797676	798308	+	633	272	161	174	196	149	115	23	16	20
YOR249C	NC_001147.6	798674	800731	-	2058	15	14	7	36	33	15	17	28	26
YOR250C	NC_001147.6	800970	802307	-	1338	12	3	4	29	19	17	16	17	13
YOR251C	NC_001147.6	802550	803464	-	915	17	10	9	38	18	24	33	39	40
YOR252W	NC_001147.6	803667	804203	+	537	35	16	24	40	42	17	19	21	30
YOR253W	NC_001147.6	804377	804907	+	531	22	13	14	30	26	15	16	28	18
YOR254C	NC_001147.6	805032	807023	-	1992	50	24	42	195	138	81	72	58	74
YOR255W	NC_001147.6	807271	808107	+	837	2	1	2	0	0	0	0	0	0
YOR256C	NC_001147.6	808254	810683	-	2430	61	56	50	126	74	58	95	84	80
YOR257W	NC_001147.6	811008	811493	+	486	80	55	85	75	104	27	17	32	33
YOR258W	NC_001147.6	811671	812324	+	654	18	20	15	19	16	5	13	17	16
YOR259C	NC_001147.6	812395	813708	-	1314	186	124	140	214	187	106	91	116	138
YOR260W	NC_001147.6	813984	815720	+	1737	34	25	34	84	54	40	49	54	72
YOR261C	NC_001147.6	815915	816931	-	1017	921	716	756	327	472	106	195	239	262
YOR262W	NC_001147.6	817292	818335	+	1044	74	60	49	94	92	33	52	93	79
YOR264W	NC_001147.6	818866	820158	+	1293	53	29	48	30	25	12	7	11	8
YOR265W	NC_001147.6	820454	820774	+	321	23	17	21	33	33	5	9	24	27
YOR266W	NC_001147.6	821023	822294	+	1272	16	14	17	43	27	14	21	24	24
YOR267C	NC_001147.6	822588	824867	-	2280	481	318	378	119	354	54	323	431	431
YOR268C	NC_001147.6	825534	825932	-	399	2	4	2	1	2	1	1	0	1
YOR269W	NC_001147.6	826385	827869	+	1485	11	8	7	25	9	18	13	16	27
YOR270C	NC_001147.6	828052	830574	-	2523	290	216	223	606	337	423	567	596	550
YOR271C	NC_001147.6	831059	832042	-	984	54	22	36	49	62	38	35	35	34
YNCO0026W	NC_001147.6	832332	832521	+	190	138	177	296	187	150	362	288	285	256
YOR272W	NC_001147.6	832813	834195	+	1383	28	13	16	38	23	19	19	22	27
YOR273C	NC_001147.6	834452	836431	-	1980	51	25	31	92	65	53	645	749	705
YOR274W	NC_001147.6	837674	838960	+	1287	25	23	17	45	31	25	92	122	147
YOR275C	NC_001147.6	839084	841069	-	1986	39	44	34	77	63	26	77	119	95
YOR276W	NC_001147.6	841333	841818	+	486	64	50	46	158	89	45	49	73	62
YNCO0027C	NC_001147.6	841958	842182	-	225	110	108	104	219	209	332	325	334	314
YNCO0028W	NC_001147.6	842403	842606	+	204	99	142	172	212	154	405	406	328	377
YOR278W	NC_001147.6	842817	843644	+	828	15	13	17	30	11	19	14	19	22
YOR279C	NC_001147.6	843698	844630	-	933	13	8	8	17	23	3	9	12	24
YOR280C	NC_001147.6	844992	845792	-	801	31	19	13	52	35	30	27	32	20
YOR281C	NC_001147.6	846269	847129	-	861	26	28	41	73	67	15	33	27	33
YOR283W	NC_001147.6	847453	848145	+	693	26	15	10	90	49	42	55	79	89
YOR284W	NC_001147.6	848478	849209	+	732	7	7	2	12	5	6	14	16	11
YOR285W	NC_001147.6	849635	850054	+	420	541	400	494	222	175	154	114	144	128
YOR286W	NC_001147.6	850280	850729	+	450	106	80	65	115	100	79	52	56	70
YOR287C	NC_001147.6	850937	851839	-	903	20	13	9	22	26	2	8	6	14
YOR288C	NC_001147.6	852121	853077	-	957	44	28	32	68	72	35	18	25	24
YOR289W	NC_001147.6	853357	854112	+	756	54	47	36	62	62	30	76	101	81
YNCO0029C	NC_001147.6	854187	854259	-	73	7	5	5	2	2	0	3	6	3
YOR290C	NC_001147.6	855147	860258	-	5112	204	169	211	82	150	40	140	168	190
YOR291W	NC_001147.6	861175	865593	+	4419	100	75	88	98	89	62	124	138	132
YOR292C	NC_001147.6	865653	866582	-	930	29	17	26	21	24	24	40	42	39
YOR293W	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	222	144	130	465	324	133	100	130	169
YOR293C-A	NC_001147.6	867998	868147	-	150	1	1	0	0	1	0	1	0	0
YOR294W	NC_001147.6	868340	868951	+	612	28	24	22	68	41	21	25	31	23
YOR295W	NC_001147.6	869208	869894	+	687	11	7	5	17	6	7	13	6	15
YOR296W	NC_001147.6	870202	874071	+	3870	22	24	11	58	46	35	47	68	71
YOR297C	NC_001147.6	874743	875321	-	579	6	6	6	24	10	14	9	7	16
YOR298W	NC_001147.6	875599	877038	+	1440	58	54	47	17	31	15	18	25	21
YOR298C-A	NC_001147.6	877230	877685	-	456	1758	1268	1358	794	1140	434	410	478	524
YOR299W	NC_001147.6	878435	880675	+	2241	40	23	28	71	51	34	65	68	75
YOR301W	NC_001147.6	880965	882272	+	1308	5	3	1	8	8	4	4	10	8
YOR302W	NC_001147.6	882765	882842	+	78	98	69	52	73	83	36	72	66	77
YOR303W	NC_001147.6	882899	884134	+	1236	1204	801	872	1337	1622	510	718	806	752
YOR304W	NC_001147.6	884514	887876	+	3363	127	99	94	105	139	23	105	113	124
YOR304C-A	NC_001147.6	888520	888750	-	231	8	7	4	33	7	8	6	9	10
YOR305W	NC_001147.6	889022	889750	+	729	23	8	11	35	29	8	22	15	20
YOR306C	NC_001147.6	889867	891432	-	1566	42	30	26	85	73	53	141	181	151
YOR307C	NC_001147.6	892731	894092	-	1362	54	33	38	80	78	36	97	88	84
YOR308C	NC_001147.6	894624	896387	-	1764	54	36	47	54	90	19	45	53	65
YOR310C	NC_001147.6	896825	898360	-	1536	90	54	55	99	84	39	25	39	35
YOR311C	NC_001147.6	899056	899928	-	873	38	29	38	86	59	58	95	83	65
YOR312C	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	258	170	144	647	459	208	142	215	203
YOR313C	NC_001147.6	901858	902874	-	1017	4	5	2	16	15	4	1	2	5
YOR314W	NC_001147.6	903043	903372	+	330	7	0	3	5	6	4	2	1	0
YOR315W	NC_001147.6	904760	905800	+	1041	34	22	25	6	7	3	4	7	2
YOR316C	NC_001147.6	906236	907555	-	1320	25	16	18	35	23	19	19	36	30
YOR316C-A	NC_001147.6	907726	907935	-	210	1	1	1	0	1	3	3	3	2
YOR317W	NC_001147.6	909343	911445	+	2103	411	253	307	200	170	107	437	483	500
YOR319W	NC_001147.6	912822	913463	+	642	40	30	26	50	68	11	20	40	45
YOR320C	NC_001147.6	913619	915094	-	1476	44	35	30	113	74	61	81	88	86
YOR321W	NC_001147.6	916030	918291	+	2262	42	32	38	50	49	39	46	72	50
YOR322C	NC_001147.6	918606	921062	-	2457	47	47	46	75	59	46	71	61	82
YOR323C	NC_001147.6	921535	922905	-	1371	85	39	38	100	65	67	55	68	65
YOR324C	NC_001147.6	923232	925040	-	1809	33	15	25	39	56	21	53	40	60
YOR326W	NC_001147.6	925721	930445	+	4725	270	183	189	297	279	110	158	205	218
YOR327C	NC_001147.6	930734	931081	-	348	126	97	115	133	197	62	33	39	44
YOR328W	NC_001147.6	931803	936497	+	4695	22	18	19	70	52	40	68	62	54
YOR329C	NC_001147.6	936731	939349	-	2619	68	63	64	48	58	22	47	57	55
YOR330C	NC_001147.6	939621	943385	-	3765	111	69	75	128	152	56	158	196	221
YOR332W	NC_001147.6	943656	944357	+	702	383	230	274	246	254	135	227	282	304
YOR334W	NC_001147.6	944596	946008	+	1413	15	13	7	34	37	13	17	29	34
YOR335C	NC_001147.6	946233	949109	-	2877	107	74	63	299	165	158	205	234	216
YOR336W	NC_001147.6	949773	953870	+	4098	72	52	48	161	108	92	115	141	129
YOR337W	NC_001147.6	954344	956623	+	2280	52	28	18	61	58	34	148	153	141
YOR338W	NC_001147.6	956898	957989	+	1092	101	62	71	74	56	38	82	95	78
YOR339C	NC_001147.6	958362	958832	-	471	1	1	1	1	10	2	6	5	0
YOR340C	NC_001147.6	959202	960182	-	981	19	16	7	25	12	10	6	10	7
YOR341W	NC_001147.6	960987	965981	+	4995	80	49	36	238	96	130	129	154	148
YOR342C	NC_001147.6	966666	967625	-	960	23	8	19	27	33	8	11	10	13
YOR343C	NC_001147.6	968148	968474	-	327	1	2	3	3	3	2	1	2	1
YOR343W-B	NC_001147.6	970578	975891	+	5314	1	0	0	0	0	0	0	1	0
YOR343W-A	NC_001147.6	970578	971894	+	1317	0	0	0	0	0	0	0	0	0
YNCO0030W	NC_001147.6	976421	976493	+	73	0	0	0	0	2	0	0	0	1
YOR344C	NC_001147.6	977194	978069	-	876	98	55	71	208	326	56	302	476	445
YNCO0031W	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	0	0	0	0	0	0	0	0	1
YOR346W	NC_001147.6	981828	984785	+	2958	38	18	20	18	24	14	33	33	29
YOR347C	NC_001147.6	984942	986462	-	1521	3	5	9	17	18	12	25	31	36
YOR348C	NC_001147.6	986899	988782	-	1884	124	75	100	189	188	160	863	905	747
YOR349W	NC_001147.6	989789	992833	+	3045	29	15	19	45	44	42	109	106	116
YOR350C	NC_001147.6	992864	994855	-	1992	40	33	25	144	152	107	76	118	119
YOR351C	NC_001147.6	995018	996511	-	1494	5	4	2	7	17	6	7	14	8
YOR352W	NC_001147.6	997213	998244	+	1032	27	15	19	51	32	16	24	38	28
YOR353C	NC_001147.6	998453	1000828	-	2376	43	30	34	73	34	38	31	60	59
YOR354C	NC_001147.6	1001147	1003225	-	2079	93	56	64	198	119	74	105	105	95
YOR355W	NC_001147.6	1005137	1006705	+	1569	407	240	214	155	191	52	158	142	126
YOR356W	NC_001147.6	1007221	1009116	+	1896	40	29	21	93	63	46	18	36	28
YOR357C	NC_001147.6	1009224	1009712	-	489	19	16	10	39	33	20	18	15	22
YOR358W	NC_001147.6	1010161	1010889	+	729	10	7	8	13	18	9	12	9	12
YOR359W	NC_001147.6	1011189	1012760	+	1572	11	6	8	11	10	9	5	13	14
YOR360C	NC_001147.6	1013241	1014821	-	1581	58	30	40	108	47	44	130	133	112
YOR361C	NC_001147.6	1015361	1017652	-	2292	70	49	66	96	56	57	43	58	59
YOR362C	NC_001147.6	1017880	1018746	-	867	154	123	107	212	158	117	110	137	120
YOR363C	NC_001147.6	1020222	1023212	-	2991	24	16	12	24	30	24	62	61	64
YOR365C	NC_001147.6	1023461	1025572	-	2112	18	8	13	23	27	5	26	26	30
YOR367W	NC_001147.6	1026007	1026609	+	603	14	10	10	24	23	9	14	18	21
YOR368W	NC_001147.6	1026843	1028048	+	1206	24	18	7	20	22	6	20	18	18
YOR369C	NC_001147.6	1028194	1028625	-	432	532	319	302	1004	656	581	337	375	384
YOR370C	NC_001147.6	1029183	1030994	-	1812	85	52	63	149	111	51	102	99	118
YOR371C	NC_001147.6	1031489	1034182	-	2694	47	24	18	52	50	25	48	79	57
YOR372C	NC_001147.6	1034807	1036471	-	1665	47	36	30	39	32	18	26	28	28
YOR373W	NC_001147.6	1036834	1039389	+	2556	28	16	27	33	25	18	28	33	32
YOR374W	NC_001147.6	1039840	1041399	+	1560	700	468	677	299	184	249	140	164	168
YOR375C	NC_001147.6	1041678	1043042	-	1365	402	224	222	959	807	603	223	267	217
YOR376W	NC_001147.6	1043191	1043559	+	369	4	1	8	0	5	1	2	5	0
YOR376W-A	NC_001147.6	1045196	1045351	+	156	2	7	2	4	6	2	7	4	3
YOR377W	NC_001147.6	1046226	1047803	+	1578	57	32	42	60	57	30	81	74	85
YOR378W	NC_001147.6	1049511	1051058	+	1548	17	15	12	14	17	12	24	15	16
YOR380W	NC_001147.6	1051290	1052930	+	1641	10	24	17	15	20	5	35	32	33
YOR381W	NC_001147.6	1055545	1057680	+	2136	3	2	5	18	17	16	53	59	63
YOR381W-A	NC_001147.6	1058423	1058590	+	168	0	0	0	0	0	0	0	1	3
YOR382W	NC_001147.6	1059531	1059992	+	462	0	0	0	3	0	0	3	7	7
YOR383C	NC_001147.6	1060441	1061055	-	615	0	0	0	0	0	0	17	18	11
YOR384W	NC_001147.6	1061564	1063648	+	2085	0	0	0	1	3	3	39	35	46
YOR385W	NC_001147.6	1065043	1065915	+	873	0	0	0	3	5	1	17	34	30
YOR386W	NC_001147.6	1066839	1068536	+	1698	0	0	0	0	1	3	59	73	73
YOR387C	NC_001147.6	1069621	1070241	-	621	0	0	0	0	1	0	16	21	16
YOR388C	NC_001147.6	1071793	1072923	-	1131	3	1	2	1	2	1	2	2	0
YOR389W	NC_001147.6	1074213	1076087	+	1875	10	7	5	14	13	9	11	18	21
YOR390W	NC_001147.6	1076784	1077911	+	1128	5	4	4	13	22	7	32	37	20
YOR391C	NC_001147.6	1078545	1079258	-	714	3	1	2	3	3	3	11	27	22
YOR393W	NC_001147.6	1080276	1081589	+	1314	0	0	0	0	0	0	0	0	0
YOR394W	NC_001147.6	1082718	1083212	+	495	0	0	0	0	0	0	0	0	0
YOR394C-A	NC_001147.6	1084202	1084369	-	168	0	0	0	0	0	0	0	0	0
YOR396W	NC_001147.6	1085473	1090863	+	5391	0	0	0	0	0	0	0	0	0
YPL283C	NC_001148.4;NC_001148.4	280;5989	5840;6007	-;-	5580	0	0	0	0	0	0	0	0	0
YPL282C	NC_001148.4	7933	8427	-	495	0	0	0	0	0	0	0	0	0
YPL281C	NC_001148.4	9557	10870	-	1314	1	0	0	0	0	0	0	0	0
YPL280W	NC_001148.4	11887	12600	+	714	0	0	0	0	0	0	0	0	0
YPL279C	NC_001148.4	13228	14355	-	1128	3	2	1	0	0	0	0	0	1
YPL278C	NC_001148.4	15053	15355	-	303	6	2	2	8	9	5	15	16	10
YPL277C	NC_001148.4	15405	16868	-	1464	35	28	23	40	40	42	64	87	66
YPL276W	NC_001148.4	17948	18385	+	438	3	2	2	1	1	0	1	2	1
YPL275W	NC_001148.4	18369	19079	+	711	0	0	0	0	0	0	0	0	0
YPL274W	NC_001148.4	22938	24701	+	1764	21	17	13	50	74	85	160	170	152
YPL273W	NC_001148.4	25087	26064	+	978	10	7	7	102	63	31	25	35	38
YPL272C	NC_001148.4	26611	28164	-	1554	20	23	12	25	32	17	51	39	50
YPL271W	NC_001148.4	30079	30267	+	189	1404	1166	1539	1109	1353	506	263	311	285
YPL270W	NC_001148.4	30482	32803	+	2322	96	57	72	107	98	70	85	88	86
YPL269W	NC_001148.4	33013	34947	+	1935	15	12	14	35	29	15	24	23	30
YPL268W	NC_001148.4	35236	37845	+	2610	53	27	32	90	63	40	66	82	85
YPL267W	NC_001148.4	38169	38798	+	630	18	10	18	26	25	7	9	19	10
YPL266W	NC_001148.4	39121	40077	+	957	32	24	31	86	63	53	54	75	57
YPL265W	NC_001148.4	41043	42869	+	1827	32	17	27	625	332	311	116	111	141
YPL264C	NC_001148.4	43283	44344	-	1062	20	10	13	34	18	38	21	44	25
YPL263C	NC_001148.4	44551	46506	-	1956	91	56	70	95	71	36	36	52	57
YPL262W	NC_001148.4	47336	48802	+	1467	395	266	300	692	512	454	96	121	111
YPL261C	NC_001148.4	48996	49304	-	309	25	22	19	29	17	10	10	14	24
YPL260W	NC_001148.4	49303	50958	+	1656	346	259	274	252	287	90	197	211	227
YPL259C	NC_001148.4	51244	52671	-	1428	27	13	10	35	31	19	37	32	25
YNCP0025W	NC_001148.4	52977	53465	+	489	11	8	8	6	7	4	7	20	9
YPL258C	NC_001148.4	53498	55153	-	1656	11	3	7	11	18	10	10	17	11
YNCP0001C	NC_001148.4;NC_001148.4	56169;56239	56204;56274	-;-	72	0	1	0	1	0	0	0	0	0
YPL257W-B	NC_001148.4	56748	62016	+	5269	0	0	0	0	0	0	0	0	0
YPL257W-A	NC_001148.4	56748	58070	+	1323	0	0	0	0	0	0	0	0	0
YPL257W	NC_001148.4	63279	63860	+	582	0	0	0	7	9	4	0	1	0
YPL256C	NC_001148.4	64977	66614	-	1638	52	28	32	44	27	14	10	11	11
YPL255W	NC_001148.4	67725	68882	+	1158	5	4	3	12	11	4	5	1	5
YPL254W	NC_001148.4	69485	70951	+	1467	16	7	11	26	41	17	26	21	33
YPL253C	NC_001148.4	71063	73006	-	1944	18	14	22	31	19	10	12	17	11
YPL252C	NC_001148.4	73363	73881	-	519	22	21	37	26	33	18	11	14	8
YPL250C	NC_001148.4	74309	74719	-	411	54	28	37	74	119	52	15	12	19
YPL249C-A	NC_001148.4;NC_001148.4	75699;76224	75985;76239	-;-	303	240	112	140	275	224	127	91	92	117
YPL249C	NC_001148.4	76669	79353	-	2685	56	40	40	94	83	39	57	82	98
YNCP0002W	NC_001148.4	79562	82648	+	3087	54	34	38	41	49	34	59	59	50
YPL248C	NC_001148.4	79711	82356	-	2646	27	18	16	43	44	22	43	63	43
YPL247C	NC_001148.4	82625	84196	-	1572	51	38	37	20	24	21	29	28	29
YPL246C	NC_001148.4	84509	85297	-	789	27	20	23	70	40	39	27	14	16
YPL245W	NC_001148.4	85586	86950	+	1365	38	23	21	119	46	60	29	37	23
YPL244C	NC_001148.4	87014	88033	-	1020	17	11	11	52	50	28	23	24	17
YPL243W	NC_001148.4	88517	90316	+	1800	50	30	40	127	68	31	34	44	40
YPL242C	NC_001148.4	90622	95109	-	4488	40	32	25	92	72	61	44	57	56
YPL241C	NC_001148.4;NC_001148.4	95372;96234	96153;96258	-;-	807	13	4	8	24	14	9	6	22	19
YPL240C	NC_001148.4	96496	98625	-	2130	7332	6128	7210	965	1846	408	421	600	628
YPL239W	NC_001148.4	99484	100086	+	603	70	52	45	82	134	23	30	51	37
YPL237W	NC_001148.4	100496	101353	+	858	453	299	356	334	412	182	159	213	209
YPL236C	NC_001148.4	101608	102702	-	1095	11	9	9	44	29	21	37	37	44
YPL235W	NC_001148.4	103232	104647	+	1416	51	32	33	54	48	27	39	46	34
YPL234C	NC_001148.4	104946	105440	-	495	186	129	152	217	159	126	160	180	182
YPL233W	NC_001148.4	106172	106822	+	651	11	5	2	14	9	11	22	14	14
YPL232W	NC_001148.4	107275	108147	+	873	121	82	67	118	101	53	61	73	94
YPL231W	NC_001148.4	108652	114315	+	5664	215	149	188	844	575	724	923	952	872
YPL230W	NC_001148.4	115312	116487	+	1176	118	87	113	30	44	15	76	97	97
YPL229W	NC_001148.4	117067	117687	+	621	18	19	9	52	36	22	65	64	79
YPL228W	NC_001148.4	118382	120031	+	1650	24	31	16	39	32	12	27	28	38
YPL227C	NC_001148.4	120163	121167	-	1005	16	7	5	26	21	12	6	3	5
YPL226W	NC_001148.4	121767	125357	+	3591	74	39	49	281	118	182	217	250	254
YPL225W	NC_001148.4	126006	126446	+	441	213	137	133	242	228	83	84	125	170
YPL224C	NC_001148.4	126634	128088	-	1455	24	15	14	67	52	40	46	41	37
YPL223C	NC_001148.4	128632	129138	-	507	123	81	123	38	60	16	186	175	227
YPL222W	NC_001148.4	130162	132228	+	2067	178	118	159	85	81	68	177	234	183
YPL221W	NC_001148.4	133043	135424	+	2382	142	97	127	374	199	248	298	345	314
YPL220W	NC_001148.4	135790	136443	+	654	30	33	32	87	38	61	44	37	42
YPL219W	NC_001148.4	136750	138228	+	1479	41	29	26	50	37	31	51	69	72
YPL218W	NC_001148.4;NC_001148.4	138698;138865	138725;139409	+;+	573	165	88	82	359	241	218	184	160	160
YPL217C	NC_001148.4	139620	143171	-	3552	144	105	87	177	233	48	134	138	161
YPL216W	NC_001148.4	143821	147129	+	3309	20	13	10	46	44	19	56	87	50
YPL215W	NC_001148.4	147416	148423	+	1008	51	28	31	80	63	44	36	52	39
YPL214C	NC_001148.4	148569	150191	-	1623	44	39	25	37	46	24	62	66	64
YPL213W	NC_001148.4	150614	151330	+	717	30	25	23	56	50	15	39	69	51
YPL212C	NC_001148.4	151515	153149	-	1635	62	32	21	83	58	33	34	52	43
YPL211W	NC_001148.4	153495	154040	+	546	26	7	12	63	27	22	16	13	12
YPL210C	NC_001148.4	154290	156212	-	1923	85	49	53	80	101	43	47	47	56
YPL209C	NC_001148.4	156490	157593	-	1104	14	9	4	9	12	3	2	4	5
YPL208W	NC_001148.4	157842	159593	+	1752	25	9	19	32	27	39	28	37	27
YPL207W	NC_001148.4	159909	162341	+	2433	162	97	112	199	157	108	141	169	148
YPL206C	NC_001148.4	162632	163597	-	966	85	58	63	138	110	101	238	263	237
YPL204W	NC_001148.4	164276	165760	+	1485	162	116	121	166	193	51	110	161	137
YPL203W	NC_001148.4	166256	167398	+	1143	37	28	26	85	64	59	98	125	105
YPL202C	NC_001148.4	168088	169338	-	1251	27	16	18	93	49	43	36	42	39
YPL201C	NC_001148.4	169770	171155	-	1386	76	59	88	49	74	23	2	1	5
YPL200W	NC_001148.4	171484	171954	+	471	0	0	1	4	7	3	0	1	1
YPL199C	NC_001148.4	172033	172755	-	723	26	15	21	69	48	23	17	19	35
YPL198W	NC_001148.4;NC_001148.4;NC_001148.4	173152;173572;174073	173162;173665;174702	+;+;+	735	44	20	21	48	44	21	19	22	24
YNCP0003W	NC_001148.4	173827	173904	+	78	1	3	2	2	2	3	1	2	1
YPL196W	NC_001148.4	175043	175864	+	822	74	53	55	55	53	45	57	57	64
YPL195W	NC_001148.4	176223	179021	+	2799	119	90	72	116	116	48	79	91	84
YPL194W	NC_001148.4	179277	181115	+	1839	7	8	6	17	9	4	10	17	19
YPL193W	NC_001148.4	181403	182548	+	1146	34	25	26	31	37	6	29	35	45
YPL192C	NC_001148.4	182655	183056	-	402	17	11	11	15	18	6	10	15	18
YPL191C	NC_001148.4	183597	184679	-	1083	11	7	4	12	12	5	13	14	11
YPL190C	NC_001148.4	185317	187725	-	2409	307	187	206	87	158	34	79	91	86
YPL189C-A	NC_001148.4	188307	188513	-	207	206	179	217	125	199	57	57	87	61
YPL189W	NC_001148.4	189154	190983	+	1830	29	24	17	29	27	12	11	14	15
YPL188W	NC_001148.4	191406	192650	+	1245	40	25	27	66	37	41	21	35	26
YPL187W	NC_001148.4	193648	194145	+	498	5	12	4	38	24	15	2	5	2
YPL186C	NC_001148.4	194512	195426	-	915	563	448	512	208	286	56	135	223	221
YPL184C	NC_001148.4	195950	197788	-	1839	111	100	104	101	74	49	83	78	69
YPL183W-A	NC_001148.4	199095	199376	+	282	59	41	30	91	70	52	28	43	43
YPL183C	NC_001148.4	199495	202536	-	3042	22	14	12	51	25	30	92	91	73
YPL181W	NC_001148.4	203421	204941	+	1521	70	50	59	54	82	17	78	83	86
YPL180W	NC_001148.4	205248	207647	+	2400	47	26	36	42	43	20	35	53	54
YPL179W	NC_001148.4	208157	209806	+	1650	144	71	75	348	211	229	361	387	376
YNCP0004C	NC_001148.4	210192	210263	-	72	0	0	0	0	0	0	0	0	0
YPL178W	NC_001148.4	212158	212784	+	627	53	40	30	64	49	29	35	43	39
YPL177C	NC_001148.4	213042	213962	-	921	46	31	48	78	72	34	27	23	20
YPL176C	NC_001148.4	216012	218363	-	2352	32	29	30	60	47	40	54	68	74
YPL175W	NC_001148.4;NC_001148.4	218630;218747	218646;220088	+;+	1359	18	10	11	37	33	22	26	24	31
YPL174C	NC_001148.4	220167	222773	-	2607	30	31	14	51	74	14	41	60	73
YPL173W	NC_001148.4	223143	224036	+	894	57	48	28	72	51	20	28	22	38
YPL172C	NC_001148.4	224353	225741	-	1389	33	13	16	47	29	20	32	37	34
